-5090,4395
-3100,6506
-1000,90027
-5390,4297
-2970,6504
-3020,6606
-3410,6306
-1100,8708
-2080,7507
-2290,7407
-1390,6006
-690,9202
-1000,9006
-1100,8905
-1400,8606
-1610,8307
-2390,7107
-1490,7206
-1590,6101
-400,92032
-990,38025
-1180,8408
-0,16003418
-890,86053
-410,23
-1400,8407
-800,24023
-1110,8804
-400,2801
-1310,6106
-1410,1201
-880,80054
-1580,6606
-780,48047
-390,2302
-580,92017
-700,37024
-1070,8607
-1190,8108
-1090,8806
-600,1401
-1590,8107
-1680,4001
-390,32007
-2300,4402
-890,9008
-610,93066
-910,8804
-890,27014
-590,33014
-400,9605
-910,9004
-80,229996
-490,38013
-980,8804
-880,89075
-790,4303
-1590,8307
-310,89038
-1090,6501
-290,96002
-1600,8407
-1090,8807
-190,97003
-580,92053
-90,32999
-810,9107
-320,94992
-690,26
-1380,3903
-1580,8206
-910,9005
-890,9007
-790,9108
-1510,8407
-1190,2701
-600,9403
-490,94043
-1580,8204
-1300,8705
-900,9107
-700,9304
-610,9305
-610,8707
-600,9405
-520,93066
-610,93054
-890,90063
-400,93982
-1180,8608
-400,9202
-690,92084
-1400,8406
-490,94022
-1390,8502
-1860,5704
-1090,8809
-800,9005
-70,280014
-1090,8806
-380,47003
-990,7805
-90,369965
-990,8507
-490,94025
-720,91046
-390,51013
-1770,6606
-180,62036
-580,58057
-1680,6907
-1100,8904
-890,9007
-810,91046
-590,3702
-900,91034
-690,6801
-590,93005
-1290,8405
-1000,86035
-470,6505
-1000,90076
-600,94037
-700,93054
-900,91046
-810,91064
-1300,8707
-990,8905
-710,92017
-780,7202
109,68
-1080,8708
-90,239975
-1070,8606
-490,69043
-180,20999
-10,180023
-200,40009
-280,40005
-890,90027
-400,96008
-700,9308
79,799995
-700,9108
-700,9308
-290,66052
-490,81995
-1000,90076
-290,27014
-1490,8207
-1100,8909
-390,43005
-360,32007
-690,92053
-1090,8805
-700,9103
-490,94037
-890,90027
-700,9104
-990,87067
-1370,6807
-880,8905
-500,53027
-570,17004
-1290,8403
-90,28
-710,1802
19,839966
-680,9104
-210,33005
-700,6001
-580,4201
109,74
-800,9204
-690,2302
-500,9301
39,66
-890,6701
-490,94073
-500,9501
-600,90063
-400,94043
-1190,8708
-570,9105
-1290,8604
-1200,8806
-700,7603
-790,8906
-380,56027
-780,9009
-890,90076
-180,47012
-580,2002
-10,170029
-200,59036
-590,9305
-500,60034
-180,32013
-990,86084
-290,23004
-1100,8906
-990,8908
-590,9308
-290,71017
-770,53033
-1290,8405
-380,94006
-1100,8708
-180,42026
-210,19006
-2000,8007
-980,3402
-600,2899
-200,26007
-590,93005
-400,46027
-90,21997
29,589981
-1590,8107
-10,150024
-780,88086
-180,40009
-900,89087
-1500,8306
-390,3803
-690,4905
-380,27008
29,869995
-170,19006
-90,22
-170,15002
-800,9208
-1310,8604
-490,6402
-1290,8408
-290,5001
-310,9602
-690,92053
-370,3702
-170,4703
-190,25006
-80,33
-180,52002
-600,9207
-200,35025
-1290,8607
-510,46985
-390,5203
-670,2701
-80,229904
-370,27014
-60,149994
-90,19998
-100,16995
-600,92065
99,83
-810,9105
19,679977
-490,9404
89,79
-1390,8508
-1100,4905
9,809982
-990,8706
-1380,7106
-2220,4204
-170,28003
-0,28001404
-680,91034
-920,89056
-0,21000671
-300,81036
-780,36017
-190,39001
-800,92065
-380,92035
-700,9304
-90,24002
-700,93054
-600,94025
19,829987
139,85
-890,6803
-400,96014
-200,73004
-490,64056
-590,60046
-570,91
-790,91016
-180,30002
-490,6504
-1090,8805
-500,93073
-1100,8906
-600,94037
-590,9304
-720,9107
-1110,8806
9,769989
-80,21001
-390,8205
-1080,8505
19,799973
9,829979
-490,94055
-580,9207
-290,5899
-800,9008
129,73999
-90,13995
-180,54007
99,829994
-180,26016
-90,4498
-190,51007
-100,270004
-790,68066
-380,1601
-1090,8806
-300,22006
-1510,8406
-100,16998
-1100,8906
29,789986
-90,41998
-380,4604
19,839966
109,84
-610,9306
-810,8904
19,799995
-0,20001984
-80,19
-190,19006
109,84
119,869995
-500,54028
-1210,8707
-90,23001
-400,20016
109,579994
-120,16997
-100,14995
-1100,8906
-1200,8806
-180,1401
-780,41016
-1100,8906
-590,4503
-590,9304
-520,9308
-1200,8406
-790,8708
-780,9005
-500,27008
-80,2099
-400,94037
-790,3302
-900,9105
-480,81018
-1070,8606
-390,53018
119,799995
-1000,8808
-500,9303
-380,4201
-180,15994
29,849983
-810,91064
-190,28998
-590,91046
29,769966
-90,36
-1010,8708
-1090,8605
-1080,8705
109,72
-780,72034
-500,81042
-570,31024
-380,4003
-690,92065
-180,32
-910,90063
109,85
-490,35992
-280,21005
-300,94992
-990,89044
-300,430
